,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.1635353833436966,0.04927775338292116,0.7816854476928711,0.8600115776062012,0.8858772993087769,0.8640556335449219,0.021596692502498578,0.14193869233131404
