,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.37073438465595243,0.150670713186264,0.6100101510960464,0.889429235458374,0.6883908907849197,0.679704169459999,0.04464231543242928,0.3260920077562332
