,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.18059050142765046,0.05733639374375338,0.7586318969726562,0.8640808463096619,0.8568362951278686,0.84807049036026,0.02315684594213958,0.15743363201618193
