,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.21472546756267544,0.06337372884154316,0.7233612895011902,0.8403676867485046,0.8382949590682983,0.8178792834281922,0.026683059707283917,0.1880423933267593
