,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.20009915530681605,0.05865790545940393,0.7357879281044006,0.8339658379554749,0.8491416454315186,0.8307583928108215,0.02497103959321972,0.17512814402580257
