,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.658566065132618,0.2381821274757385,0.14219689742800162,0.7728903323411942,0.16672592387672827,0.1621096932901846,0.06552609428763384,0.5930400267243384
