,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.20474892109632487,0.05969088338315481,0.5868667046953245,0.8571971297264099,0.6927172462869688,0.6632650415826842,0.028801545035093953,0.1759473830461502
