,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.17577944099903106,0.05718097686767572,0.7628389358520508,0.8822945475578308,0.8485013842582703,0.851458466053009,0.02168166674673554,0.15409780144691462
