,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.18815070986747737,0.0567197568714618,0.7540794372558594,0.8458106279373169,0.8615174412727356,0.8426265597343445,0.024624659493565498,0.16352603435516358
