,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.18078856170177454,0.0592154003679752,0.7610718011856079,0.8610012650489807,0.8610851049423218,0.849435317516327,0.023925720527768098,0.1568628460168838
