,Backbone,loss,binary_crossentropy,iou_score,precision,recall,f1-score,binary_focal_loss,dice_loss
0,efficientnetb4,0.20087566375732419,0.05916794389486307,0.7355969190597534,0.8293921828269959,0.8570787191390992,0.8303370118141175,0.026273980736732438,0.1746016919612884
